Res, 2, 384, 5.7662109375
Res, 2, 1152, 5.7994574653
Res, 2, 10240, 5.8188769531
Res, 2, 15360, 5.8340462240
Res, 2, 40960, 5.8343670654
Res, 2, 81920, 5.8323846436
Res, 2, 163840, 5.8422789001
Res, 8, 384, 5.8364583333
Res, 8, 1152, 5.9342013889
Res, 8, 10240, 5.9680175781
Res, 8, 15360, 5.9582096354
Res, 8, 40960, 5.9804125977
Res, 8, 81920, 5.9792541504
Res, 8, 163840, 5.9923461914
Res, 16, 384, 5.8703125000
Res, 16, 1152, 6.1126736111
Res, 16, 10240, 6.0707421875
Res, 16, 15360, 6.1811067708
Res, 16, 40960, 6.2859033203
Res, 16, 81920, 6.3574584961
Res, 16, 163840, 6.3159155273
Res, 32, 384, 5.9875000000
Res, 32, 1152, 6.0782986111
Res, 32, 10240, 6.2796875000
Res, 32, 15360, 8.3397005208
Res, 32, 40960, 7.3329492187
Res, 32, 81920, 6.8391967773
Res, 32, 163840, 9.0747509766
Res, 256, 384, 6.2713541667
Res, 256, 1152, 6.5987847222
Res, 256, 10240, 7.1230664063
Res, 256, 15360, 7.1579557292
Res, 256, 40960, 14.0824121094
Res, 256, 81920, 15.1268872070
Res, 256, 163840, 15.7596533203
Res, 2, 384, 6.0268880208
Res, 2, 1152, 5.8044704861
Res, 2, 10240, 5.8169921875
Res, 2, 15360, 5.8453336589
Res, 2, 40960, 5.8432000732
Res, 2, 81920, 5.8394445801
Res, 2, 163840, 5.8406724548
Res, 8, 384, 5.8489583333
Res, 8, 1152, 5.9197048611
Res, 8, 10240, 5.9901464844
Res, 8, 15360, 5.9782421875
Res, 8, 40960, 5.9769677734
Res, 8, 81920, 5.9772204590
Res, 8, 163840, 5.9777227783
Res, 16, 384, 5.8598958333
Res, 16, 1152, 6.1020833333
Res, 16, 10240, 6.1496093750
Res, 16, 15360, 6.0943489583
Res, 16, 40960, 6.3639892578
Res, 16, 81920, 6.1753222656
Res, 16, 163840, 6.2984033203
Res, 32, 384, 5.9718750000
Res, 32, 1152, 6.0946180556
Res, 32, 10240, 6.3683007813
Res, 32, 15360, 7.3004687500
Res, 32, 40960, 6.9567333984
Res, 32, 81920, 7.7644311523
Res, 32, 163840, 9.1748999023
Res, 256, 384, 6.3083333333
Res, 256, 1152, 7.6090277778
Res, 256, 10240, 7.3426757812
Res, 256, 15360, 7.0851432292
Res, 256, 40960, 14.1732666016
Res, 256, 81920, 15.4367480469
Res, 256, 163840, 16.1774731445
Res, 2, 384, 5.7642578125
Res, 2, 1152, 5.8046223958
Res, 2, 10240, 5.8156884766
Res, 2, 15360, 5.8196712240
Res, 2, 40960, 5.8470727539
